dci,medicamento,pdf_url,info_pdf
Dimetindeno + Fenilefrina,Vibrocil,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=ebb1a3506d6811e2a0f5dcbe689e7688,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Dinitrato de isossorbida,Flindix,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=a6d1ee006d6011e285a7974e7a8739a1,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Diosmina,Diosmina Venosmil,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=f90b6c4dac834292e050a8c034290acf,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Donepezilo,Donepezilo Alter Genéricos,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=12dd8e206dc911e2b1baec395ef2cdab,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Dorzolamida,Dorcil,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=8532362026a111e7a5dce9decce04946,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Dosulepina,Protiadene,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=00fe3e106d6611e2b4ffffdfa49b6ec8,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Doxiciclina,Actidox 100,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=9fca1a106d5b11e295e9d95d8900107a,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Dropropizina,Catabina,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=bfe506a06d5d11e2a2cc80fc21482ee6,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Drospirenona,Slinda,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=0d9152a0c0c811e8b49dfa4063e48726,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Drospirenona + Estetrol,Drovelis,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=01d727a11c7749fcaf1aeeef3f3f4feb,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Drospirenona + Estradiol,Klimedix,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=662ce7d0c7e411e8b205d7752b6b5695,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Drospirenona + Etinilestradiol,Drosdiol,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=0d2393806e5f11e2b1c5fe15b36eb1cb,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Dulaglutido,Trulicity,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=9561b98073fc11e4908fe878171a449c,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Duloxetina,Dulxetenon,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=1bbacd10577411e8a23da343eec2fe6b,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Dutasterida,Dutasterida Zentiva,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=dc3e27d09b8711e6bf27efa67c137920,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Dutasterida + Tansulosina,Dutasterida + Tansulosina Ciclum,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=18acfb00747711e89fb8e7c905f7f812,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Ebastina,Ebastina Mylan,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=a8419a50951d11e591869980417e523b,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Edoxabano,Lixiana,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=7b77bcf019c311e58fe39b2c22c9e87d,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Ácido acetilsalicílico + Pseudoefedrina,Aspirina Complex,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=d4e640d02c2211e8b1b3b5ea7e08067c,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Efluornitina,Vaniqa,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=13367f606dd011e2a1a0c7f5dd77e2bf,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Eicosapente de etilo,Vazkepa,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=1ed5ae8de10749e68c008bb2d36b4fda,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Eletriptano,Eletriptano Generis,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=60969fd09eb611e7b3f4d26dd72295f0,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Emedastina,Emadine,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=6ad6a3906d5711e29516c7012bc1931e,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Empagliflozina,Jardiance,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=cad8f540e68211e38185b07091aa8be9,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Empagliflozina + Metformina,Synjardy,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=f51dc9f0ffd311e48bec943cb354c191,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Enoxaparina sódica,Inhixa,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=7af80a6079bb11e69fcbbdcf28d30646,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Entacapona,Entacapona Teva,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=6a0e18006e4a11e28605a79d200edd25,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Eprosartan,Teveten,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=7ec24ba06c8c11e28fc49586720d3f2f,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Erdosteína,Milid,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=d2223ba06e6411e2bb18db01f8422154,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Ergotamina + Paracetamol + Beladona (alcalóides) + Cafeína,Migretil,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=f2acd8a06d6311e2adea84a95a881fb4,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Eritromicina,Clinac,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=5024d2406d5e11e281429a4b66858ddf,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Ertapenem,Invanz,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=8bd065506d8311e2bca0a53261bdc3cc,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Ertugliflozina,Steglatro,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=02a1c70017bb11e8841ef4b2c84841c4,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Ertugliflozina + Metformina,Segluromet,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=cc61b9f0187f11e8ad43d9cf4f6f1754,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Escina + Salicilato de dietilamina,Venoparil,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=8a65a6006d6811e29be9bff56cfbfd56,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Escitalopram,Escitalopram Bluepharma,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=93a392c06e3c11e2997fbeae28c09fd1,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Estazolam,Kainever,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=826584d06d6211e2a4a4f1ab534c8c87,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Estradiol + Levonorgestrel,Femsete Evo,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=2fa2e5e06db111e295f9cdd4bc21bd7b,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Estradiol + Nomegestrol,Zoely,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=74f8c9806da111e2a3fda0c1493235a2,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Estradiol + Noretisterona,Novofem,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=d72486306da611e295e1b6c4ca065997,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Etambutol,Turresis,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=13264e006d6811e29aadf5af356475b9,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Etanercept,Enbrel,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=668e85d06e5811e2b8eae7cc8ddea6ac,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Álcool isopropílico + Etanol,Softasept,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=a39408a06d8211e29cf1d777777463d8,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Álcool isopropílico + Álcool propílico + Etilsulfato de mecetrónio,Sterillium,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=18387b306d6711e2a98bcb519da368ec,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Ciproterona + Etinilestradiol,Ciproterona + Etinilestradiol Generis,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=1a3bd7906daf11e29cbb907b17455fd0,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Etinilestradiol + Etonogestrel,Anette,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=743ab280184611e6b749e8dd7e55c434,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Etinilestradiol + Gestodeno,Effiplen,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=d31740b06db911e2bb80a8b7cdfec204,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Etinilestradiol + Levonorgestrel,Microginon,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=c13208d06c8811e2a93c8fcbb3ba42d9,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Etinilestradiol + Norelgestromina,Evra,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=e05beb806d8311e2b660fe521b93db81,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Etodolac,Dualgan,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=bd64d9806d5f11e2a396f42660082488,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Etofenamato,Etofenamato Farmoz,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=6b848a606e5511e280d3ad5803b0dafe,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Etoricoxib,Etoricoxib toLife,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=640941305d4a11e6a0dbc5c997cf1e44,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Everolímus,Certican,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=8ef388606db111e28ea1ed7648cc0dcb,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Ácido bempedoico + Ezetimiba,Nustendi,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=74251a10885f11e997f5eddcfb4b985f,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Famotidina,Lasa,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=cb6213606d8011e285a7a35600719b6f,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Felbamato,Taloxa,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=41c00ae06d6711e2890b9ec320e1ab93,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Felodipina,Felodipina Mylan,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=5cbe92706da911e29ab79228478f5571,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Felodipina + Ramipril,Triapin,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=7b2f42506d6711e292caabeb70918e56,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Fenilefrina + Tropicamida,Mydriasert,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=a9467b306d8611e2addff2791f0fb600,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Fenitoína,Hidantina,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=cd0813506d6111e29560926aa663c78d,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Ácido micofenólico,Myfortic,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=ae6b75506c8e11e282e8954396069f04,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Fenticonazol,Lomexin,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=2a11b6906d6311e2829cbcc20a71769a,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Ácido fólico + Ferro,Folifer,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=9de848706d6011e2bc5acd06c05ce0cd,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Fesoterodina,Tosef,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=e8c6b4b17c40c3fce050a8c034297db6,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Fexofenadina,Allergodil OD,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=36c6e9a06d9011e2bb4ae7f1fefb919f,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Fezolinetant,Veoza,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=930802369c1c43638252fb3ba5750886,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Fidaxomicina,Dificlir,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=ed2009206da411e2beb79b9b9e58de96,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Finasterida,Finasterida Labesfal,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=b093f87066e911e7915df242d8c316e3,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Finerenona,Kerendia,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=b4d319b001f2445d9bea3410a54fa8b4,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Flavoxato,Urispas,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=5cce81806d6811e28476f828ff1ff68b,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Flecainida,Amarhyton,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=04257cd059d211e89696a91792927e49,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Floroglucinol + Simeticone,Normatal,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=fbb9c290536e11e390f387cf4b9f866e,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Fludrocortisona,Inocort,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=112e78eac17adcb0e060a8c03429181d,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Flunarizina,Flunarizina Farmoz,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=2d99f2f06d6311e28f708e2f7c62c920,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Fluocortolona + Lidocaína,Ultraproct,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=348146906d6811e2a79a8bbfea93a034,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Fluorometolona,FML - Liquifilm,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=9c331e606d6011e2a878e8a837bd4375,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Ácido salicílico + Fluorouracilo,Actikerall,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=2d7b57706e6011e2862d875122e6f2a6,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Fluoxetina,Fluoxetina Aurovitas,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=4e08c0004b3e11e58e0cdad6fb12f83c,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Flupentixol,Fluanxol Retard,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=879369d06d8111e2be3abe5d97f553cb,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Flurazepam,Dalmadorm,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=091e08206d5f11e2ab97dcb9fa27d5c5,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Flurbiprofeno,Froben,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=f3fb31f06d6011e296779bb87f3b8ff3,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Fluticasona + Formoterol,Flutiform,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=b941e0b06e4411e2a4408a88a62bb7c3,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Fluticasona + Salmeterol,Fluticasona + Salmeterol Finao Biotech,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=e744dce00b1811e781f0c7c224e27b39,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Fluvastatina,Fluvastatina Generis,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=03d3e3c06d9c11e29c28a934fa50583d,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Fluvoxamina,Dumyrox,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=807da9806c8711e2a817e5067a4fb3f3,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Folinato de cálcio,Medifolin,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=9cfa85b06d6311e29041913f32c87581,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Folitropina alfa + Lutropina alfa,Pergoveris,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=5f1debd049ee11e7885e9e068dfb33d0,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Folitropina beta,Puregon,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=5285ad006d5b11e2a3c2c61fd6227c09,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Fosfato dissódico + Fosfato monossódico,Cleenema,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=fcc9cae06d5f11e28393e035b0f9f46e,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Fosfomicina,Fosmol,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=6fd8c44009d111e5a2c0e541f4a7cb95,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Fosinopril,Fositen,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=1d1d24706cd111e2a82ee1a50257970b,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Fosinopril + Hidroclorotiazida,Fositen Plus,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=219f51306cd111e28e93fc0c73b615c3,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Frovatriptano,Dorlise,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=093137d06da811e2baa3c08711239ec9,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Furoato de fluticasona,Fluvyon,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=2300a88d8b90aa9fe060a8c0342961cf,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Furoato de fluticasona + Brometo de umeclidínio + Vilanterol,Elebrato Ellipta,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=1ab99990b4b911e7be4cb21729251f07,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Furoato de fluticasona + Vilanterol,Relvar Ellipta,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=44da2570539011e38e44e4b7db980471,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Furosemida,Furosemida tolife,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=89ed2013900f4d4499f09fec40de55a5,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Gabapentina,Gabapentina Aurobindo,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=efe047206d8f11e2b461faa4a86cbb5f,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Ganciclovir,Virgan Gele Oftálmico,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=9d8c74606d8211e2b13ac0f29174ff19,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Ganirrelix,Ganirelix Gedeon Richter,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=e6ba39e81310456a9dca67a04933ab83,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Gaxilose,LacTEST,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=e93fd1c4b38a7d5de050a8c03429677d,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Gefapixant,Lyfnua,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=907f96cd070148e2b67722c9428327f7,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Ginkgo biloba,Abolibe Forte,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=8435dc306d5b11e28967c2c41bc5479a,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Glibenclamida,"Glibenclamida Generis 2,5 mg Comprimidos",http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=e19e13006d8411e291aa91f549505fe1,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Glibenclamida + Metformina,Glucovance,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=3580e8306da811e283638cd705d74a4c,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Gliclazida,Gliclazida Mylan,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=80aded80842711e39018ec1a941189af,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Glimepirida,Glimepirida Aurovitas,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=0f70592039f511e5aca4a77263d5a4a1,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Glimepirida + Pioglitazona,Tandemact,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=64d6c3c06d9411e29d36ce41dcb4dda0,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Glucoronamida + Ácido ascórbico + Cafeína,Guronsan,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=8d1009b06d6111e2bad3a03a774f6ce0,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Glucosamina,Cartilon,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=8e76e7207a1011e489e2a1aa5c3759a3,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Golimumab,Simponi,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=17e08bd06d9611e28f79e14c1f7ec4f8,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Gonadotropina coriónica,Ovitrelle,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=22725af06dc911e2b50fba6d38d66f10,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Goserrelina,Golexin,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=198cfee0b3a311e5b230eac4cafda220,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Haloperidol,Haldol,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=a83b9ab06d6111e2b357ae2fc93bb333,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
Hesperidina + Ruscus aculeatus + Ácido ascórbico,Cyclo 3,http://extranet.infarmed.pt/INFOMED-fo/detalhes-medicamento.xhtml?med_guid=444714b06c8711e2994e9b0a1aee3a73,"{""resumo"": ""Não foi possível localizar o folheto informativo na página de detalhe.""}"
